TrialOnset,PairNumber,Condition,Noun,Category,Question,QuestionIndex,Answer,ISI,Accuracy,RT,Response
4.02166164999653,20,Low,APPLIANCE,ARTIFACTS,Does it float in water?,7,0,4000,1,0.988895827998931,0
17.0387713739983,59,High,ARM,HUMAN PART,Does it float in water?,7,1,4000,1,0.830477516996325,1
30.0846900920005,24,Low,FABRIC,ARTIFACTS,Can you wear it?,3,1,4000,1,0.692336526000872,1
43.0337820369969,23,High,GUN,ARTIFACTS,Did humans create it?,5,1,4000,1,0.697027679001621,1
56.0479926059998,64,Low,TREE,NATURE INANIMATE,Did humans create it?,5,0,4000,1,0.869433134001156,0
69.0609143059992,52,Low,DESSERT,FOOD,Can you eat or drink it?,1,1,4000,1,0.564000677004515,1
82.0642722089979,88,Low,GENRE,OTHER,Can you hold it?,4,0,4000,1,0.739181139004359,0
95.0370752660019,75,High,DRUMMER,OCCUPATION,Can you wear it?,3,0,4000,1,0.844143766000343,0
108.089133904003,91,High,MARBLE,NATURE INANIMATE,Is it alive?,0,0,4000,1,0.786510667996481,0
121.047647236002,84,Low,DISEASE,OTHER,Did humans create it?,5,0,4000,1,0.461352373997215,0
134.049000505001,76,Low,ROYALTY,OCCUPATION,Does it float in water?,7,1,4000,0,0.819046908000018,0
147.048347611002,79,High,ALGEBRA,OTHER,Can you hold it?,4,0,4000,1,0.94972094699915,0
160.049284294,87,High,UNIVERSITY,OTHER,Does it make sounds?,6,0,4000,1,0.804559797994443,0
173.043041377001,8,Low,APE,ANIMAL,Is it alive?,0,1,4000,1,0.73065549400053,1
186.072934085998,32,Low,PARENT,FAMILY,Can you hold it?,4,0,4000,0,1.46793878400058,1
199.076712187998,15,High,TABLE,ARTIFACTS,Can you eat or drink it?,1,0,4000,1,0.752643883002747,0
212.081872561001,4,Low,PET,ANIMAL,Does it float in water?,7,1,4000,1,0.890966933999152,1
225.053093235001,31,High,JEANS,CLOTHES+ACCESS,Can you wear it?,3,1,4000,1,0.659612492003362,1
238.082534618996,12,Low,POULTRY,ANIMAL,Is it alive?,0,1,4000,1,0.728444756998215,1
251.051998103001,83,High,KITCHEN,OTHER,Can you hold it?,4,0,4000,1,1.42018623899639,0
264.048188793,60,Low,BONE,HUMAN PART,Did humans create it?,5,0,4000,1,1.01822221099428,0
277.042019367,71,High,CHEMIST,OCCUPATION,Did humans create it?,5,1,4000,1,1.17755582500104,1
290.053950989997,67,High,WATER,NATURE INANIMATE,Can you eat or drink it?,1,1,4000,1,0.676873525000701,1
303.050560381002,40,Low,MEAT,FOOD,Can you find it in the wild?,2,1,4000,1,1.35454413599655,1
316.043995141001,19,High,RUBY,ARTIFACTS,Is it alive?,0,0,4000,1,1.01160888400045,0
329.051275895996,96,Low,DRUM,SPORT+LEISURE,Is it alive?,0,0,4000,1,0.922682573000202,0
342.079724957002,7,High,COBRA,ANIMAL,Can you find it in the wild?,2,1,4000,1,0.64633529400453,1
355.045190650999,44,Low,SEASONING,FOOD,Can you eat or drink it?,1,1,4000,1,0.774543537998397,1
368.050981086999,48,Low,PASTRY,FOOD,Does it make sounds?,6,0,4000,1,0.948576237002271,0
381.042241638999,3,High,PANDA,ANIMAL,Can you find it in the wild?,2,1,4000,1,0.747055186999205,1
394.049691710999,39,High,JADE,NATURE INANIMATE,Does it float in water?,7,0,4000,1,0.830853398001636,0
407.049444131997,80,Low,BUILDING,OTHER,Can you wear it?,3,0,4000,1,0.704835074000584,0
420.044074901998,56,Low,SPICE,FOOD,Can you eat or drink it?,1,1,4000,1,0.667419033001352,1
433.042295366999,63,High,ROSE,NATURE INANIMATE,Can you find it in the wild?,2,1,4000,1,1.0379451330009,1
446.035817737997,43,High,BAGEL,FOOD,Does it make sounds?,6,0,4000,1,1.01002716499352,0
459.048150012997,68,Low,ELEMENT,NATURE INANIMATE,Can you find it in the wild?,2,1,4000,1,0.96054136800376,1
472.051276705002,36,Low,FRUIT,FOOD,Can you find it in the wild?,2,1,4000,1,0.934305205999408,1
485.040348565999,55,High,CHEDDAR,FOOD,Is it alive?,0,0,4000,1,0.805436146998545,0
498.037916884001,27,High,LIPSTICK,ARTIFACTS,Can you wear it?,3,1,4000,1,0.797598197001207,1
511.037852932001,28,Low,SHOES,CLOTHES+ACCESS,Can you wear it?,3,1,4000,1,0.676580938998086,1
524.045467657001,11,High,KANGAROO,ANIMAL,Can you hold it?,4,0,4000,1,0.963416637998307,0
537.031885293,35,High,CAPPUCCINO,FOOD,Does it float in water?,7,0,4000,1,1.20237826799712,0
550.042705457003,92,Low,SPORT,SPORT+LEISURE,Does it make sounds?,6,0,4000,0,1.00320836299943,1
563.038406419997,51,High,DAUGHTER,FAMILY,Does it make sounds?,6,1,4000,1,1.11073550100264,1
576.051425140002,72,Low,POLITICIAN,OCCUPATION,Can you hold it?,4,0,4000,1,1.16657768000005,0
589.045473254999,47,High,WHEAT,FOOD,Can you eat or drink it?,1,1,4000,1,0.902608668999164,1
602.040756465001,16,Low,UTENSIL,ARTIFACTS,Does it make sounds?,6,0,4000,1,0.973066889004258,0
615.035648411002,95,High,NEWSPAPER,SPORT+LEISURE,Did humans create it?,5,1,4000,1,0.621936925999762,1
