TrialOnset,PairNumber,Condition,Noun,Category,Question,QuestionIndex,Answer,ISI,Accuracy,RT,Response
4.02529390300333,20,Low,APPLIANCE,ARTIFACTS,Does it float in water?,7,0,4000,1,0.943423543998506,0
17.0512018660083,59,High,ARM,HUMAN PART,Does it float in water?,7,1,4000,0,0.815605868992861,0
30.0444551190012,24,Low,FABRIC,ARTIFACTS,Can you wear it?,3,1,4000,1,0.875163955992321,1
43.0504529610043,23,High,GUN,ARTIFACTS,Did humans create it?,5,1,4000,1,1.50911309599178,1
56.0509271670016,64,Low,TREE,NATURE INANIMATE,Did humans create it?,5,0,4000,1,1.19114136999997,0
69.0361274379975,52,Low,DESSERT,FOOD,Can you eat or drink it?,1,1,4000,1,0.686077031001332,1
82.0405023229978,88,Low,GENRE,OTHER,Can you hold it?,4,0,4000,1,0.976462120990618,0
95.0504038590007,75,High,DRUMMER,OCCUPATION,Can you wear it?,3,0,4000,1,1.10518605899415,0
108.038662464009,91,High,MARBLE,NATURE INANIMATE,Is it alive?,0,0,4000,1,0.991740818994003,0
121.035365489006,84,Low,DISEASE,OTHER,Did humans create it?,5,0,4000,1,1.22802497299563,0
134.048849555998,76,Low,ROYALTY,OCCUPATION,Does it float in water?,7,1,4000,0,1.07707380699867,0
147.050402146007,79,High,ALGEBRA,OTHER,Can you hold it?,4,0,4000,1,0.860374398995191,0
160.049609164998,87,High,UNIVERSITY,OTHER,Does it make sounds?,6,0,4000,1,1.26987340100459,0
173.040712443006,8,Low,APE,ANIMAL,Is it alive?,0,1,4000,1,0.975984603996039,1
186.04986766701,32,Low,PARENT,FAMILY,Can you hold it?,4,0,4000,1,0.740081128999009,0
199.053406471998,15,High,TABLE,ARTIFACTS,Can you eat or drink it?,1,0,4000,1,1.09712896999554,0
212.046361226996,4,Low,PET,ANIMAL,Does it float in water?,7,1,4000,0,1.81523764799931,0
225.044954830009,31,High,JEANS,CLOTHES+ACCESS,Can you wear it?,3,1,4000,1,1.07225361300516,1
238.054526399006,12,Low,POULTRY,ANIMAL,Is it alive?,0,1,4000,0,0.982138514998951,0
251.04494909801,83,High,KITCHEN,OTHER,Can you hold it?,4,0,4000,1,0.985985254999832,0
264.040544050004,60,Low,BONE,HUMAN PART,Did humans create it?,5,0,4000,1,1.26739775299211,0
277.059969759997,71,High,CHEMIST,OCCUPATION,Did humans create it?,5,1,4000,1,1.58575552100956,1
290.041105918004,67,High,WATER,NATURE INANIMATE,Can you eat or drink it?,1,1,4000,1,0.685663644995657,1
303.041332214008,40,Low,MEAT,FOOD,Can you find it in the wild?,2,1,4000,1,1.7981695389899,1
316.045573091003,19,High,RUBY,ARTIFACTS,Is it alive?,0,0,4000,1,1.53075880600954,0
329.044985779008,96,Low,DRUM,SPORT+LEISURE,Is it alive?,0,0,4000,1,0.886590049005463,0
342.040067098002,7,High,COBRA,ANIMAL,Can you find it in the wild?,2,1,4000,1,1.61738138600776,1
355.042772387009,44,Low,SEASONING,FOOD,Can you eat or drink it?,1,1,4000,1,0.562310241992236,1
368.030928587003,48,Low,PASTRY,FOOD,Does it make sounds?,6,0,4000,1,1.3999477239995,0
381.043861145008,3,High,PANDA,ANIMAL,Can you find it in the wild?,2,1,4000,1,1.86369780400128,1
394.046596870001,39,High,JADE,NATURE INANIMATE,Does it float in water?,7,0,4000,1,1.5634517659928,0
407.046756288008,80,Low,BUILDING,OTHER,Can you wear it?,3,0,4000,1,1.13436634800746,0
420.059148421002,56,Low,SPICE,FOOD,Can you eat or drink it?,1,1,4000,1,0.965682127003674,1
433.044393208998,63,High,ROSE,NATURE INANIMATE,Can you find it in the wild?,2,1,4000,1,0.965428929994232,1
446.044665836002,43,High,BAGEL,FOOD,Does it make sounds?,6,0,4000,1,1.86951232400315,0
459.04055653901,68,Low,ELEMENT,NATURE INANIMATE,Can you find it in the wild?,2,1,4000,0,0,
472.051619702004,36,Low,FRUIT,FOOD,Can you find it in the wild?,2,1,4000,1,1.08952721300011,1
485.053887215006,55,High,CHEDDAR,FOOD,Is it alive?,0,0,4000,0,0,
498.039573938004,27,High,LIPSTICK,ARTIFACTS,Can you wear it?,3,1,4000,0,2.17486961600662,0
511.035268242005,28,Low,SHOES,CLOTHES+ACCESS,Can you wear it?,3,1,4000,1,0.961900782000157,1
524.048084028007,11,High,KANGAROO,ANIMAL,Can you hold it?,4,0,4000,1,1.58061757199175,0
537.046265819008,35,High,CAPPUCCINO,FOOD,Does it float in water?,7,0,4000,1,1.14042090899602,0
550.036316594997,92,Low,SPORT,SPORT+LEISURE,Does it make sounds?,6,0,4000,1,0.992331839006511,0
563.051331334005,51,High,DAUGHTER,FAMILY,Does it make sounds?,6,1,4000,0,0.902254412008915,0
576.041435805004,72,Low,POLITICIAN,OCCUPATION,Can you hold it?,4,0,4000,1,1.08249700999295,0
589.044573584004,47,High,WHEAT,FOOD,Can you eat or drink it?,1,1,4000,1,1.68350918700162,1
602.04326255701,16,Low,UTENSIL,ARTIFACTS,Does it make sounds?,6,0,4000,0,0,
615.058636169997,95,High,NEWSPAPER,SPORT+LEISURE,Did humans create it?,5,1,4000,1,0.855107486000634,1
