TrialOnset,PairNumber,Condition,Noun,Category,Question,QuestionIndex,Answer,ISI,Accuracy,RT,Response
4.02213198000391,62,Low,MUSCLE,HUMAN PART,Does it float in water?,7,0,4000,0,0,
17.0434343139932,37,High,BROCCOLI,FOOD,Can you eat or drink it?,1,1,4000,1,0.852500583991059,1
30.0461069629964,54,Low,WINE,FOOD,Did humans create it?,5,1,4000,1,0.96506913099438,1
43.0412404279923,13,High,FROG,ANIMAL,Does it make sounds?,6,1,4000,1,0.874459821003256,1
56.0318807540025,34,Low,GRANDPARENT,FAMILY,Can you hold it?,4,0,4000,0,0.796994688993436,1
69.0427492500021,6,Low,FISH,ANIMAL,Can you find it in the wild?,2,1,4000,1,0.880694417006453,1
82.0420688269951,26,Low,CONTAINER,ARTIFACTS,Can you wear it?,3,0,4000,1,2.01822774900938,0
95.038716998999,89,High,SPRING,OTHER,Can you hold it?,4,0,4000,1,0.987913211996784,0
108.051688651001,61,High,PINKIE,HUMAN PART,Did humans create it?,5,0,4000,1,2.18661262000387,0
121.053325664005,74,Low,ARTIST,OCCUPATION,Can you wear it?,3,0,4000,1,1.56814954799484,0
134.037622172997,50,Low,ALCOHOL,FOOD,Can you eat or drink it?,1,1,4000,1,0.757180350003182,1
147.032284442001,41,High,COKE,FOOD,Can you find it in the wild?,2,0,4000,1,0.914554228991619,0
160.042115189994,53,High,EARTH,NATURE INANIMATE,Is it alive?,0,0,4000,1,1.24461371600046,0
173.045159981993,66,Low,MINERAL,NATURE INANIMATE,Can you find it in the wild?,2,1,4000,1,1.24255447000905,1
186.030333682997,18,Low,CANDY,FOOD,Does it make sounds?,6,0,4000,1,0.959891499005607,0
199.046941014996,65,High,EARTHQUAKE,NATURE INANIMATE,Can you wear it?,3,0,4000,1,0.875461339994217,0
212.047878268,38,Low,PASTA,FOOD,Can you eat or drink it?,1,1,4000,1,0.600158984001609,1
225.039304489997,69,High,GOLD,NATURE INANIMATE,Can you wear it?,3,1,4000,1,1.24869190799654,1
238.041067593993,82,Low,MONSTER,OTHER,Did humans create it?,5,1,4000,1,1.05161031900207,1
251.054673463004,33,High,UNCLE,FAMILY,Did humans create it?,5,0,4000,1,1.08435847199871,0
264.038057279002,94,Low,DANCE,SPORT+LEISURE,Can you hold it?,4,0,4000,1,1.62963106000097,0
277.044032286998,21,High,RING,ARTIFACTS,Did humans create it?,5,1,4000,1,1.00568242699956,1
290.033754524004,9,High,SPARROW,ANIMAL,Does it float in water?,7,1,4000,1,2.36963886399462,1
303.053358449004,70,Low,DOCTOR,OCCUPATION,Does it float in water?,7,1,4000,1,1.02155259699794,1
316.034654485993,81,High,MURDER,OTHER,Does it make sounds?,6,0,4000,0,1.34425066699623,1
329.045833900993,14,Low,SPIDER,ANIMAL,Can you eat or drink it?,1,0,4000,1,1.61049003699736,0
342.046033470993,17,High,ASPIRIN,ARTIFACTS,Can you hold it?,4,1,4000,1,1.27224682999076,1
355.051398854994,42,Low,HERB,FOOD,Can you find it in the wild?,2,1,4000,1,0.990783337008907,1
368.048181445003,86,Low,IDEOLOGY,OTHER,Is it alive?,0,0,4000,0,1.76809439300268,1
381.038822128001,77,High,BALLERINA,OCCUPATION,Does it float in water?,7,1,4000,1,0.924206983996555,1
394.048658262996,85,High,DOLLAR,OTHER,Is it alive?,0,0,4000,1,1.29877684899839,0
407.041337196992,46,Low,SAUCE,FOOD,Does it make sounds?,6,0,4000,1,1.46762094699079,0
420.037596879993,22,Low,COIN,ARTIFACTS,Did humans create it?,5,1,4000,1,0.812657242000569,1
433.026540948995,25,High,AXE,ARTIFACTS,Can you hold it?,4,1,4000,1,0.607564040998113,1
446.048904654992,93,High,CHECKERS,SPORT+LEISURE,Can you find it in the wild?,2,0,4000,1,1.15881347499089,0
459.047613627001,30,Low,HAT,CLOTHES+ACCESS,Can you wear it?,3,1,4000,1,0.646718336996855,1
472.042456166993,10,Low,LIZARD,ANIMAL,Is it alive?,0,1,4000,1,0.765509499993641,1
485.057343356995,49,High,PHONE,ARTIFACTS,Is it alive?,0,0,4000,1,0.954019320997759,0
498.052668570992,45,High,KETCHUP,FOOD,Can you eat or drink it?,1,1,4000,1,0.72844435099978,1
511.044474993003,2,Low,INSECT,ANIMAL,Does it float in water?,7,1,4000,1,1.64674543800356,1
524.042465421997,73,High,COMEDIAN,OCCUPATION,Can you find it in the wild?,2,0,4000,1,1.02049590600654,0
537.052553927002,1,High,BULLDOG,ANIMAL,Does it float in water?,7,0,4000,0,1.26535328499449,1
550.041119279995,90,Low,BOAT,SPORT+LEISURE,Is it alive?,0,0,4000,1,1.44107627899211,0
563.030887311004,5,High,MOUSE,ANIMAL,Does it make sounds?,6,1,4000,1,1.17483578500105,1
576.031147022994,58,Low,ORGAN,HUMAN PART,Does it make sounds?,6,0,4000,1,2.16123928500747,0
589.045643384001,29,High,PURSE,CLOTHES+ACCESS,Can you wear it?,3,1,4000,1,0.776859899007832,1
602.046252697997,78,Low,EMOTION,OTHER,Can you hold it?,4,0,4000,1,1.3551699059899,0
615.034469534003,57,High,TEA,FOOD,Can you eat or drink it?,1,1,4000,1,0.738202926993836,1
