TrialOnset,PairNumber,Condition,Noun,Category,Question,QuestionIndex,Answer,ISI,Accuracy,RT,Response
4.02586865699413,24,High,SILK,ARTIFACTS,Can you wear it?,3,1,4000,1,0.630181968997931,1
17.0495431579984,32,High,MOTHER,FAMILY,Can you wear it?,3,0,4000,1,0.813241868003388,0
30.0439819299936,8,High,GORILLA,ANIMAL,Can you find it in the wild?,2,1,4000,1,0.514088805000938,1
43.0534648019966,51,Low,OFFSPRING,FAMILY,Can you find it in the wild?,2,0,4000,0,0.475987076002639,1
56.0731707349987,3,Low,BEAR,ANIMAL,Can you eat or drink it?,1,0,4000,1,0.940917751999223,0
69.0387327099961,12,High,TURKEY,ANIMAL,Does it make sounds?,6,1,4000,1,0.839984983002068,1
82.0644476809975,7,Low,SNAKE,ANIMAL,Does it float in water?,7,0,4000,0,0.887338043001364,1
95.0653787349947,44,High,SALT,FOOD,Can you eat or drink it?,1,1,4000,1,0.814591753005516,1
108.089459991999,48,High,DONUT,FOOD,Is it alive?,0,0,4000,1,0.771209833998,0
121.050067778,19,Low,JEWEL,ARTIFACTS,Can you hold it?,4,1,4000,1,0.640496934000112,1
134.038690861998,96,High,BONGO,SPORT+LEISURE,Does it make sounds?,6,0,4000,0,0.524527544999728,1
147.041034087997,95,Low,MEDIA,SPORT+LEISURE,Can you find it in the wild?,2,0,4000,1,0.971811891002289,0
160.043917962001,56,High,GINGER,FOOD,Can you eat or drink it?,1,1,4000,1,0.566878190002171,1
173.045794605998,31,Low,PANTS,CLOTHES+ACCESS,Can you wear it?,3,1,4000,1,0.48049769300269,1
186.086073964994,23,Low,WEAPON,ARTIFACTS,Does it make sounds?,6,0,4000,0,1.00948291100212,1
199.052112574995,59,Low,LIMB,HUMAN PART,Is it alive?,0,0,4000,0,1.16936623799847,1
212.043959902992,60,High,FEMUR,HUMAN PART,Is it alive?,0,0,4000,0,0.621122170996387,1
225.04091533499,27,Low,MAKEUP,ARTIFACTS,Can you find it in the wild?,2,0,4000,1,0.778488203999586,0
238.090327258004,76,High,QUEEN,OCCUPATION,Did humans create it?,5,1,4000,1,0.69099695100158,1
251.054040542003,67,Low,LIQUID,NATURE INANIMATE,Did humans create it?,5,0,4000,1,1.19108089899237,0
264.041203318993,39,Low,CRYSTAL,NATURE INANIMATE,Can you wear it?,3,1,4000,1,1.34550879600283,1
277.070000096995,43,Low,BREAD,FOOD,Can you hold it?,4,1,4000,1,0.736788873997284,1
290.042581196001,52,High,CAKE,FOOD,Can you hold it?,4,1,4000,1,0.771688156004529,1
303.043465851995,36,High,APPLE,FOOD,Can you wear it?,3,0,4000,1,0.974381355001242,0
316.088912292995,11,Low,MARSUPIAL,ANIMAL,Does it float in water?,7,1,4000,1,1.06578931999684,1
329.088376269996,91,Low,STONE,NATURE INANIMATE,Can you hold it?,4,1,4000,1,0.81332860099792,1
342.069595754991,28,High,SNEAKERS,CLOTHES+ACCESS,Does it float in water?,7,1,4000,0,1.00522388200625,0
355.079382165,40,High,BEEF,FOOD,Does it float in water?,7,0,4000,1,1.15231685400067,0
368.055359484002,71,Low,SCIENTIST,OCCUPATION,Did humans create it?,5,1,4000,1,0.846149363002041,1
381.064721775998,16,High,FORK,ARTIFACTS,Can you hold it?,4,1,4000,1,0.685052822998841,1
394.039622814991,35,Low,COFFEE,FOOD,Can you eat or drink it?,1,1,4000,1,0.862087543995585,1
407.05309391499,79,Low,MATH,OTHER,Does it make sounds?,6,0,4000,1,0.68782664698665,0
420.035789732996,80,High,HOTEL,OTHER,Can you find it in the wild?,2,0,4000,1,0.515295616991352,0
433.062046830993,92,High,BASEBALL,SPORT+LEISURE,Can you find it in the wild?,2,0,4000,1,1.4117385300051,0
446.048932039004,84,High,STROKE,OTHER,Did humans create it?,5,0,4000,1,1.22558162698988,0
459.036936874996,63,Low,FLOWER,NATURE INANIMATE,Can you wear it?,3,1,4000,1,1.03005486099573,1
472.052461466999,4,High,CAT,ANIMAL,Does it float in water?,7,1,4000,0,1.28716187400278,0
485.091238720997,15,Low,FURNITURE,ARTIFACTS,Is it alive?,0,0,4000,1,0.819847685997956,0
498.039180791995,72,High,SENATOR,OCCUPATION,Did humans create it?,5,1,4000,1,0.85198231699178,1
511.057411132992,87,Low,INSTITUTION,OTHER,Did humans create it?,5,1,4000,1,0.904327094001928,1
524.042090511997,68,High,OXYGEN,NATURE INANIMATE,Is it alive?,0,0,4000,0,0.854006031004246,1
537.056142845991,20,High,REFRIGERATOR,ARTIFACTS,Does it make sounds?,6,1,4000,1,0.94463030899351,1
550.100722704999,47,Low,CROP,FOOD,Does it make sounds?,6,0,4000,1,1.06665531099134,0
563.047021074992,64,High,MAPLE,NATURE INANIMATE,Can you hold it?,4,0,4000,1,0.915812694001943,0
576.048594783992,75,Low,MUSICIAN,OCCUPATION,Does it float in water?,7,1,4000,1,0.966591881006025,1
589.044070057993,55,Low,CHEESE,FOOD,Can you eat or drink it?,1,1,4000,1,0.665895546990214,1
602.083211584992,88,High,COMEDY,OTHER,Can you eat or drink it?,1,0,4000,1,0.727748813995277,0
615.06632252899,83,Low,ROOM,OTHER,Is it alive?,0,0,4000,1,0.766352988997824,0
